payload_id,name,year,type,mass_kg,orbit,owner_country,design_lifetime_years,operational_status,is_crewed,dry_mass_kg,power_watts,commercial
PL0000563,Progress-47,1998,Earth Observation,186.1,SSO,Russia,10.0,Retired,0,126.5,1026.0,1
PL0000564,Globalstar-9,1968,Communications,1338.3,HEO,USA,11.0,Failed,0,855.8,404.0,1
PL0000565,TESS-76,2007,Scientific,1919.4,MEO,USA,3.0,Decayed,0,1470.0,2813.0,0
PL0000566,Skylab-45,2000,Communications,1174.4,TLI,India,4.0,Decayed,0,711.2,1534.0,1
PL0000567,Yamal-15,1996,Earth Observation,596.5,ISS,Europe,7.0,Retired,0,359.9,312.0,1
PL0000568,Cygnus-83,1989,Military,156.0,HEO,Europe,16.0,Failed,0,94.9,515.0,0
PL0000569,Progress-14,1968,Military,66.3,ISS,Russia,13.0,Operational,0,47.9,6238.0,0
PL0000570,ATV-35,2003,Communications,607.5,Interplanetary,USA,20.0,Unknown,0,483.8,404.0,1
PL0000571,Sentinel-96,1962,Scientific,5.2,GEO,USA,16.0,Operational,0,3.4,540.0,0
PL0000572,Curiosity-1,2001,Earth Observation,275.4,MEO,Other,30.0,Operational,0,152.2,626.0,1
PL0000573,Astra-57,1999,Communications,533.5,MEO,Russia,7.0,Operational,0,395.2,1811.0,1
PL0000574,Kepler-65,2019,Communications,163.9,ISS,Russia,11.0,Decayed,0,117.6,3194.0,1
PL0000575,GPS-42,1962,Communications,1357.0,HEO,USA,12.0,Operational,0,1075.8,642.0,1
PL0000576,Eutelsat-62,2005,Earth Observation,152.4,MEO,USA,4.0,Decayed,0,119.0,321.0,1
PL0000577,Webb-87,2005,Scientific,69.3,LEO,Russia,30.0,Unknown,0,41.2,91.0,0
PL0000578,Progress-5,1984,Scientific,536.8,MEO,China,27.0,Retired,0,318.8,205.0,0
PL0000579,Progress-41,1961,Earth Observation,36.2,MEO,China,5.0,Operational,0,23.4,516.0,1
PL0000580,Cygnus-25,1957,Technology Demo,179.0,Interplanetary,Europe,12.0,Operational,0,110.2,501.0,1
PL0000581,Chandrayaan-74,1973,Earth Observation,14178.7,HEO,USA,1.0,Retired,0,9898.3,286.0,1
PL0000582,Himawari-95,1961,Earth Observation,45.5,LEO,Other,15.0,Operational,0,31.8,730.0,1
PL0000583,Webb-50,1992,Earth Observation,95.2,GEO,China,14.0,Unknown,0,56.6,213.0,1
PL0000584,GOES-53,2005,Technology Demo,220.9,LEO,China,5.0,Retired,0,131.9,350.0,1
PL0000585,SPOT-93,1997,Military,347.2,GEO,China,28.0,Retired,0,201.7,486.0,0
PL0000586,Iridium-26,1986,Communications,183.1,MEO,Europe,10.0,Operational,0,140.9,444.0,1
PL0000587,Landsat-89,1997,Communications,376.6,LEO,Other,7.0,Retired,0,282.7,1591.0,1
PL0000588,Sentinel-20,1977,Earth Observation,1097.2,LEO,Other,14.0,Decayed,0,627.5,2520.0,1
PL0000589,ISS Module-32,1993,Human Transport,2118.9,GEO,China,,Decayed,1,1216.1,149.0,0
PL0000590,Kepler-17,1985,Scientific,679.2,HEO,USA,7.0,Operational,0,449.9,2123.0,0
PL0000591,NAVSTAR-36,1971,Weather,46.8,Interplanetary,Russia,4.0,Retired,0,26.7,87.0,0
PL0000592,Progress-77,2011,Communications,1495.0,HEO,Japan,15.0,Unknown,0,910.2,409.0,1
PL0000593,GOES-50,2003,Technology Demo,626.3,MEO,Europe,8.0,Operational,0,488.8,253.0,1
PL0000594,Mars Odyssey-67,2021,Weather,424.1,Interplanetary,Japan,3.0,Operational,0,300.8,1904.0,0
PL0000595,Voyager-89,1980,Technology Demo,87.8,MEO,USA,3.0,Operational,0,49.2,329.0,1
PL0000596,Iridium-74,1997,Debris,43.0,SSO,India,9.0,Operational,0,27.5,1167.0,0
PL0000597,Juno-91,1976,Earth Observation,39.0,GEO,India,15.0,Retired,0,30.5,425.0,1
PL0000598,Mars Odyssey-63,1961,Scientific,48.8,ISS,Japan,7.0,Operational,0,32.4,367.0,0
PL0000599,Kepler-78,2007,Technology Demo,907.0,Interplanetary,USA,16.0,Failed,0,558.4,2318.0,1
PL0000600,TESS-65,1967,Earth Observation,574.3,ISS,USA,12.0,Retired,0,393.5,1726.0,1
PL0000601,Eutelsat-15,1987,Military,685.2,ISS,China,19.0,Operational,0,401.4,2041.0,0
PL0000602,Astra-27,2012,Cargo Resupply,344.8,SSO,USA,,Retired,0,229.6,2064.0,0
PL0000603,ISS Module-25,2014,Military,1310.3,HEO,Russia,13.0,Decayed,0,961.5,359.0,0
PL0000604,OneWeb-33,2024,Scientific,13.2,Suborbital,USA,18.0,Retired,0,7.9,1171.0,0
PL0000605,Mars Odyssey-33,2008,Communications,15.4,MEO,Other,7.0,Retired,0,11.0,5366.0,1
PL0000606,Express-64,2009,Communications,1463.8,Interplanetary,Russia,22.0,Retired,0,895.0,1677.0,1
PL0000607,SPOT-29,2011,Earth Observation,4353.6,MEO,Other,12.0,Operational,0,2414.4,1070.0,1
PL0000608,Eutelsat-17,2020,Technology Demo,109.1,GEO,USA,2.0,Failed,0,75.6,3412.0,1
PL0000609,OneWeb-78,2010,Earth Observation,43.4,GTO,USA,4.0,Retired,0,26.7,498.0,1
PL0000610,Landsat-20,2013,Weather,130.1,MEO,Europe,6.0,Retired,0,83.0,459.0,0
PL0000611,Chandrayaan-32,1969,Weather,17.3,GTO,USA,22.0,Retired,0,10.2,407.0,0
PL0000612,Iridium-84,1965,Communications,330.3,GTO,China,2.0,Decayed,0,188.0,896.0,1
PL0000613,Teledesic-2,2007,Communications,95.1,SSO,China,12.0,Retired,0,68.7,633.0,1
PL0000614,Landsat-23,1963,Communications,229.8,Interplanetary,USA,30.0,Operational,0,132.5,2164.0,1
PL0000615,OneWeb-58,1978,Military,195.5,ISS,USA,1.0,Retired,0,152.3,3140.0,0
PL0000616,Landsat-79,1976,Weather,35.0,MEO,USA,4.0,Operational,0,19.7,859.0,0
PL0000617,Soyuz-54,1983,Navigation,188.9,HEO,Europe,14.0,Operational,0,143.1,209.0,0
PL0000618,Teledesic-30,1975,Scientific,84.6,TLI,Russia,9.0,Operational,0,49.9,2252.0,0
PL0000619,Voyager-52,1979,Technology Demo,97.6,GTO,Other,9.0,Operational,0,60.9,581.0,1
PL0000620,Intelsat-68,1958,Military,875.0,Suborbital,USA,4.0,Retired,0,699.6,1321.0,0
PL0000621,Voyager-69,1972,Earth Observation,634.0,LEO,USA,3.0,Operational,0,374.6,1422.0,1
PL0000622,Landsat-55,1964,Navigation,67.9,MEO,Other,4.0,Operational,0,49.5,555.0,0
PL0000623,Iridium-32,1964,Communications,2731.9,TLI,Europe,4.0,Unknown,0,2145.1,1055.0,1
PL0000624,Mir Module-20,2006,Navigation,425.1,Interplanetary,Russia,2.0,Retired,0,300.0,3501.0,0
PL0000625,HTV-84,2015,Cargo Resupply,70.7,TLI,China,,Operational,0,48.1,521.0,0
PL0000626,GPS-61,2002,Cargo Resupply,80.2,Interplanetary,Other,,Retired,0,63.9,1657.0,0
PL0000627,Curiosity-45,1973,Human Transport,147.0,TLI,China,,Retired,1,83.4,1714.0,0
PL0000628,O3b-69,1958,Earth Observation,221.7,LEO,China,1.0,Operational,0,125.9,1190.0,1
PL0000629,Tiangong-39,2019,Cubesat,192.0,GTO,Other,10.0,Retired,0,130.0,390.0,1
PL0000630,Himawari-73,1970,Navigation,521.0,ISS,China,9.0,Operational,0,300.3,4284.0,0
PL0000631,Webb-59,1998,Military,1179.1,HEO,Europe,7.0,Retired,0,803.8,129.0,0
PL0000632,Kepler-80,1960,Earth Observation,145.6,TLI,Europe,13.0,Unknown,0,98.5,287.0,1
PL0000633,Globalstar-35,1967,Scientific,661.3,ISS,USA,18.0,Decayed,0,423.0,580.0,0
PL0000634,Envisat-6,2017,Technology Demo,53.6,GTO,USA,9.0,Retired,0,42.4,90.0,1
PL0000635,Dragon-37,1982,Earth Observation,36.0,Suborbital,Other,11.0,Retired,0,24.3,597.0,1
PL0000636,Envisat-95,1964,Human Transport,877.4,ISS,Europe,,Retired,1,575.1,1580.0,0
PL0000637,Skylab-94,1963,Scientific,227.9,Interplanetary,Europe,16.0,Unknown,0,173.2,238.0,0
PL0000638,New Horizons-73,1992,Technology Demo,67.1,MEO,Russia,6.0,Unknown,0,53.5,510.0,1
PL0000639,TESS-59,1989,Military,663.4,HEO,China,6.0,Operational,0,466.0,1271.0,0
PL0000640,GOES-74,2024,Earth Observation,292.8,HEO,USA,10.0,Unknown,0,228.1,2091.0,1
PL0000641,Curiosity-87,2021,Earth Observation,963.8,GEO,Russia,6.0,Operational,0,594.7,792.0,1
PL0000642,Intelsat-96,2011,Communications,132.7,ISS,Russia,6.0,Operational,0,99.3,812.0,1
PL0000643,Voyager-69,2001,Human Transport,1515.9,GTO,India,,Retired,1,1163.5,1808.0,0
PL0000644,Mangalyaan-98,2020,Scientific,230.0,Interplanetary,India,1.0,Operational,0,129.1,150.0,0
PL0000645,Cassini-62,1993,Earth Observation,4397.0,Suborbital,China,11.0,Operational,0,2662.5,357.0,1
PL0000646,Soyuz-85,2018,Communications,72.0,TLI,Russia,2.0,Unknown,0,47.8,489.0,1
PL0000647,GOES-36,1996,Scientific,159.7,GEO,USA,12.0,Retired,0,88.0,1740.0,0
PL0000648,OneWeb-51,1965,Military,1172.5,Suborbital,Russia,4.0,Operational,0,701.7,774.0,0
PL0000649,O3b-68,1971,Technology Demo,98.0,GTO,Europe,12.0,Operational,0,77.1,888.0,1
PL0000650,Himawari-5,2014,Technology Demo,996.7,ISS,China,2.0,Failed,0,564.7,590.0,1
PL0000651,SPOT-22,1995,Scientific,217.7,SSO,Russia,7.0,Operational,0,159.8,456.0,0
PL0000652,Envisat-52,2020,Scientific,125.3,MEO,Japan,4.0,Operational,0,84.4,682.0,0
PL0000653,Tiangong-8,1957,Communications,63.4,Interplanetary,USA,12.0,Operational,0,41.4,1286.0,1
PL0000654,Chandra-49,1996,Earth Observation,235.7,TLI,Europe,3.0,Decayed,0,130.0,911.0,1
PL0000655,Dragon-17,1990,Navigation,307.6,GEO,Russia,17.0,Retired,0,191.2,1607.0,0
PL0000656,Cosmos-10,2013,Weather,24.5,SSO,China,12.0,Operational,0,15.0,548.0,0
PL0000657,Perseverance-88,1970,Earth Observation,30.9,Interplanetary,Other,5.0,Retired,0,21.1,2496.0,1
PL0000658,Dragon-68,2001,Earth Observation,178.6,GEO,Europe,13.0,Operational,0,137.0,1160.0,1
PL0000659,Tiangong-94,2022,Earth Observation,463.4,Suborbital,China,30.0,Retired,0,311.4,1734.0,1
PL0000660,Hubble-6,1980,Technology Demo,794.8,GTO,USA,6.0,Operational,0,517.7,285.0,1
PL0000661,Mars Odyssey-23,1961,Earth Observation,366.5,Interplanetary,Other,3.0,Operational,0,259.7,1407.0,1
PL0000662,Chandrayaan-13,1957,Scientific,26.3,HEO,India,13.0,Operational,0,16.9,438.0,0
PL0000663,FengYun-58,1998,Communications,98.5,GTO,USA,8.0,Operational,0,76.5,2280.0,1
PL0000664,ISS Module-8,1974,Navigation,300.7,GEO,Russia,7.0,Operational,0,232.3,259.0,0
PL0000665,GPS-27,2007,Weather,20.7,SSO,Other,8.0,Operational,0,15.0,661.0,0
PL0000666,Skylab-26,1981,Military,392.6,SSO,India,10.0,Failed,0,271.6,266.0,0
PL0000667,Curiosity-86,1968,Scientific,968.7,Interplanetary,USA,10.0,Retired,0,724.0,819.0,0
PL0000668,Cosmos-80,1982,Weather,293.7,GEO,China,12.0,Retired,0,161.6,73.0,0
PL0000669,Intelsat-39,1967,Earth Observation,27.2,GTO,Russia,23.0,Operational,0,16.6,555.0,1
PL0000670,WorldView-42,2017,Earth Observation,880.6,LEO,India,3.0,Operational,0,538.6,771.0,1
PL0000671,Starlink-47,1984,Earth Observation,593.6,MEO,India,9.0,Retired,0,448.2,2571.0,1
PL0000672,Sentinel-82,2007,Cargo Resupply,1763.7,HEO,USA,,Unknown,0,1201.5,378.0,0
PL0000673,SPOT-41,1972,Scientific,84.0,TLI,Europe,5.0,Operational,0,49.0,1057.0,0
PL0000674,Intelsat-19,2002,Communications,67.4,TLI,India,5.0,Retired,0,42.9,828.0,1
PL0000675,NAVSTAR-91,1969,Earth Observation,698.3,Suborbital,USA,3.0,Retired,0,534.2,1270.0,1
PL0000676,Sentinel-25,2003,Navigation,148.8,GTO,Russia,5.0,Operational,0,92.0,418.0,0
PL0000677,ISS Module-37,2009,Communications,289.0,TLI,USA,3.0,Retired,0,173.4,1114.0,1
PL0000678,Landsat-14,2002,Scientific,1969.8,GEO,USA,12.0,Unknown,0,1265.2,3422.0,0
PL0000679,Intelsat-63,1965,Space Station,77.2,ISS,China,16.0,Operational,0,48.1,3887.0,0
PL0000680,GOES-84,2002,Weather,1176.4,Interplanetary,Europe,6.0,Operational,0,676.5,2631.0,0
PL0000681,Himawari-42,1996,Communications,1754.8,GEO,China,8.0,Retired,0,1006.8,277.0,1
PL0000682,Voyager-90,1997,Navigation,3019.6,LEO,USA,4.0,Failed,0,2310.4,255.0,0
PL0000683,TESS-29,2001,Technology Demo,60.2,Interplanetary,USA,3.0,Operational,0,40.7,401.0,1
PL0000684,ISS Module-80,2012,Navigation,129.7,LEO,China,3.0,Decayed,0,94.0,4071.0,0
PL0000685,Envisat-26,1983,Earth Observation,365.0,TLI,USA,6.0,Retired,0,248.1,132.0,1
PL0000686,Mars Odyssey-79,1978,Technology Demo,293.6,SSO,USA,8.0,Retired,0,208.2,262.0,1
PL0000687,Mars Odyssey-31,1967,Technology Demo,191.3,MEO,China,17.0,Retired,0,140.9,1604.0,1
PL0000688,O3b-60,2020,Communications,258.2,ISS,Japan,9.0,Operational,0,194.1,1205.0,1
PL0000689,Sentinel-11,2022,Cargo Resupply,129.5,SSO,USA,,Operational,0,71.7,298.0,0
PL0000690,Webb-39,1974,Weather,114.7,GTO,USA,11.0,Retired,0,81.4,910.0,0
PL0000691,Skylab-9,2011,Space Station,396.0,TLI,Russia,28.0,Operational,0,223.5,472.0,0
PL0000692,Globalstar-9,1961,Earth Observation,346.9,SSO,China,4.0,Decayed,0,258.4,349.0,1
PL0000693,Envisat-8,1989,Communications,813.4,LEO,USA,7.0,Decayed,0,540.3,573.0,1
PL0000694,NAVSTAR-96,2013,Communications,125.5,Interplanetary,India,30.0,Retired,0,86.2,806.0,1
PL0000695,Kepler-97,2021,Navigation,2139.5,LEO,USA,9.0,Retired,0,1178.4,5736.0,0
PL0000696,Intelsat-26,1967,Earth Observation,98.2,ISS,Europe,19.0,Operational,0,76.6,136.0,1
PL0000697,Perseverance-10,1968,Earth Observation,551.0,Interplanetary,India,5.0,Operational,0,426.5,477.0,1
PL0000698,Teledesic-94,1963,Communications,165.7,GEO,China,11.0,Retired,0,92.9,177.0,1
PL0000699,Sentinel-9,1995,Technology Demo,544.6,TLI,USA,11.0,Retired,0,427.1,306.0,1
PL0000700,Skylab-80,2004,Weather,82.6,Interplanetary,USA,5.0,Retired,0,60.4,952.0,0
PL0000701,HTV-72,1980,Navigation,269.8,SSO,Other,12.0,Retired,0,193.0,1955.0,0
PL0000702,NOAA-75,2000,Earth Observation,36.8,TLI,Europe,1.0,Retired,0,20.4,1495.0,1
PL0000703,Mars Odyssey-55,1992,Communications,130.4,ISS,Russia,5.0,Operational,0,89.0,415.0,1
PL0000704,O3b-77,1986,Communications,7.0,SSO,Other,4.0,Retired,0,4.7,100.0,1
PL0000705,SES-77,1985,Navigation,35.4,MEO,USA,7.0,Operational,0,24.6,222.0,0
PL0000706,Landsat-8,1958,Military,1444.6,MEO,Europe,12.0,Retired,0,1074.2,1682.0,0
PL0000707,ATV-77,2000,Earth Observation,259.3,TLI,USA,3.0,Failed,0,189.5,333.0,1
PL0000708,Webb-79,1965,Communications,1144.7,GTO,USA,20.0,Operational,0,693.5,601.0,1
PL0000709,OneWeb-81,2012,Communications,164.4,MEO,China,12.0,Operational,0,120.3,316.0,1
PL0000710,Meteosat-89,2018,Communications,391.1,Interplanetary,Europe,11.0,Retired,0,227.2,1441.0,1
PL0000711,Chandrayaan-42,2002,Cubesat,1179.4,ISS,USA,3.0,Retired,0,797.6,878.0,1
PL0000712,New Horizons-7,1958,Military,39.1,HEO,USA,10.0,Operational,0,23.2,695.0,0
PL0000713,Sentinel-49,1971,Navigation,91.1,GTO,USA,4.0,Retired,0,55.7,4306.0,0
PL0000714,TESS-46,1979,Communications,4281.9,LEO,Japan,6.0,Retired,0,2925.9,491.0,1
PL0000715,Juno-79,2016,Communications,759.9,HEO,Japan,3.0,Operational,0,602.6,1076.0,1
PL0000716,Astra-77,1963,Technology Demo,242.8,Interplanetary,Russia,4.0,Decayed,0,134.8,671.0,1
PL0000717,Cygnus-39,2021,Earth Observation,2662.2,ISS,China,3.0,Retired,0,2066.3,2173.0,1
PL0000718,Webb-21,1990,Cargo Resupply,283.4,ISS,China,,Unknown,0,215.7,1028.0,0
PL0000719,Curiosity-18,1983,Communications,613.6,LEO,Other,23.0,Operational,0,433.7,506.0,1
PL0000720,Envisat-10,1984,Earth Observation,202.7,GTO,Russia,5.0,Unknown,0,126.6,4297.0,1
PL0000721,Yamal-91,2014,Technology Demo,88.3,SSO,Russia,2.0,Operational,0,67.8,1407.0,1
PL0000722,NOAA-95,1957,Military,79.7,ISS,Russia,8.0,Operational,0,55.6,569.0,0
PL0000723,Chandrayaan-15,1990,Military,460.3,MEO,Europe,6.0,Retired,0,321.1,971.0,0
PL0000724,Chandrayaan-16,1978,Communications,290.4,LEO,Europe,6.0,Retired,0,165.2,1996.0,1
PL0000725,Progress-37,1982,Earth Observation,83.1,HEO,Russia,26.0,Operational,0,58.5,42.0,1
PL0000726,Voyager-49,1987,Cubesat,30.1,Interplanetary,Russia,5.0,Operational,0,23.0,560.0,1
PL0000727,Landsat-12,2017,Military,954.9,HEO,Europe,9.0,Retired,0,591.5,525.0,0
PL0000728,Tiangong-80,1964,Scientific,327.9,SSO,Russia,12.0,Operational,0,183.1,256.0,0
PL0000729,Cassini-53,2021,Space Station,191.1,GEO,Europe,1.0,Operational,0,127.3,1059.0,0
PL0000730,Mir Module-21,2004,Communications,87.4,SSO,Russia,7.0,Retired,0,62.1,1142.0,1
PL0000731,Eutelsat-36,1995,Scientific,279.0,TLI,USA,7.0,Unknown,0,187.1,624.0,0
PL0000732,NAVSTAR-31,1971,Space Station,115.3,SSO,Japan,2.0,Retired,0,81.1,599.0,0
PL0000733,Voyager-37,1957,Communications,175.5,Interplanetary,Europe,8.0,Unknown,0,109.4,387.0,1
PL0000734,GOES-98,2002,Communications,17.6,Interplanetary,Japan,3.0,Retired,0,11.4,378.0,1
PL0000735,ATV-22,2006,Navigation,184.3,TLI,India,9.0,Retired,0,113.5,267.0,0
PL0000736,Kepler-72,1984,Earth Observation,41.8,Interplanetary,India,10.0,Operational,0,28.7,3861.0,1
PL0000737,Teledesic-21,2004,Military,530.3,Interplanetary,Russia,21.0,Operational,0,379.7,2078.0,0
PL0000738,Dragon-24,1970,Human Transport,406.2,LEO,China,,Unknown,1,321.0,266.0,0
PL0000739,GOES-40,2008,Earth Observation,137.1,HEO,USA,30.0,Retired,0,94.7,134.0,1
PL0000740,Perseverance-15,2020,Navigation,69.8,Suborbital,Russia,2.0,Retired,0,44.2,552.0,0
PL0000741,Dragon-70,1993,Scientific,9.0,GEO,Russia,22.0,Retired,0,5.8,2119.0,0
PL0000742,Progress-16,1986,Human Transport,1549.8,GTO,Russia,,Failed,1,910.8,152.0,0
PL0000743,New Horizons-33,2001,Navigation,502.4,HEO,China,23.0,Decayed,0,346.5,192.0,0
PL0000744,Perseverance-71,1992,Communications,53.4,MEO,Japan,5.0,Retired,0,31.2,830.0,1
PL0000745,NOAA-80,1982,Human Transport,24.5,TLI,Europe,,Retired,1,18.2,1331.0,0
PL0000746,Hubble-94,1990,Military,128.1,TLI,USA,30.0,Retired,0,84.3,225.0,0
PL0000747,OneWeb-42,1987,Human Transport,1030.0,GEO,USA,,Retired,1,731.8,548.0,0
PL0000748,Mir Module-28,2017,Military,54.7,SSO,Japan,6.0,Decayed,0,42.6,134.0,0
PL0000749,Intelsat-2,1984,Communications,171.2,HEO,Japan,3.0,Retired,0,126.2,2292.0,1
PL0000750,Hubble-86,2002,Technology Demo,168.3,LEO,Russia,11.0,Operational,0,122.9,110.0,1
PL0000751,WorldView-35,2023,Technology Demo,556.7,LEO,USA,19.0,Unknown,0,390.5,419.0,1
PL0000752,Voyager-74,1986,Military,180.3,Suborbital,China,22.0,Operational,0,109.3,466.0,0
PL0000753,New Horizons-87,1978,Military,155.2,LEO,China,14.0,Retired,0,108.3,118.0,0
PL0000754,Pleiades-8,1958,Military,288.3,Interplanetary,Japan,4.0,Operational,0,188.1,206.0,0
PL0000755,Chandrayaan-6,1973,Navigation,55.6,LEO,China,9.0,Decayed,0,40.4,533.0,0
PL0000756,Starlink-38,1992,Communications,183.0,GEO,Europe,9.0,Failed,0,116.0,174.0,1
PL0000757,Chandrayaan-23,1973,Scientific,1061.5,TLI,Russia,10.0,Retired,0,759.0,1153.0,0
PL0000758,Sentinel-57,2021,Military,2842.9,ISS,Other,9.0,Retired,0,1755.5,2798.0,0
PL0000759,Iridium-96,1963,Navigation,194.1,LEO,China,10.0,Operational,0,108.2,907.0,0
PL0000760,GPS-42,2014,Military,212.1,GTO,USA,6.0,Retired,0,138.0,6424.0,0
PL0000761,Globalstar-80,2004,Scientific,151.6,LEO,Russia,2.0,Failed,0,102.4,498.0,0
PL0000762,Perseverance-84,1994,Communications,64.3,Suborbital,China,7.0,Retired,0,45.8,2432.0,1
PL0000763,Iridium-93,1998,Navigation,208.1,LEO,USA,15.0,Operational,0,129.8,665.0,0
PL0000764,FengYun-46,1962,Technology Demo,2216.4,LEO,USA,2.0,Operational,0,1306.7,385.0,1
PL0000765,TESS-32,1983,Scientific,216.5,GTO,Japan,8.0,Operational,0,145.7,1137.0,0
PL0000766,Pioneer-82,2004,Military,322.2,Interplanetary,Russia,13.0,Failed,0,254.1,641.0,0
PL0000767,New Horizons-16,1977,Military,133.9,GEO,USA,21.0,Retired,0,87.7,404.0,0
PL0000768,Express-18,2016,Military,30.1,Suborbital,USA,19.0,Retired,0,16.8,258.0,0
PL0000769,Meteosat-98,2013,Communications,1204.4,GEO,China,8.0,Retired,0,737.5,274.0,1
PL0000770,Chandra-65,1961,Scientific,318.7,GEO,Europe,6.0,Operational,0,197.5,1477.0,0
PL0000771,Himawari-29,2020,Cargo Resupply,100.5,Suborbital,China,,Retired,0,62.9,1310.0,0
PL0000772,Progress-86,2009,Scientific,8639.1,ISS,Russia,21.0,Operational,0,5463.9,800.0,0
PL0000773,Teledesic-93,2016,Scientific,22.2,MEO,USA,6.0,Retired,0,13.9,302.0,0
PL0000774,Mars Odyssey-90,2014,Communications,1568.1,HEO,China,14.0,Unknown,0,1155.3,198.0,1
PL0000775,ATV-67,1957,Communications,1459.2,TLI,Russia,19.0,Operational,0,1006.4,460.0,1
PL0000776,OneWeb-2,1964,Navigation,1759.0,SSO,Other,13.0,Failed,0,1155.6,790.0,0
PL0000777,ISS Module-72,2016,Communications,42.7,GEO,USA,7.0,Operational,0,31.5,41.0,1
PL0000778,Juno-72,1978,Technology Demo,343.1,SSO,India,22.0,Operational,0,230.0,424.0,1
PL0000779,Intelsat-8,1979,Scientific,1321.6,SSO,USA,30.0,Retired,0,1015.0,2828.0,0
PL0000780,WorldView-23,1998,Scientific,110.2,MEO,USA,5.0,Retired,0,85.0,819.0,0
PL0000781,SPOT-48,1994,Earth Observation,385.9,GEO,Other,3.0,Operational,0,246.9,1412.0,1
PL0000782,Teledesic-80,2019,Communications,683.9,MEO,China,30.0,Decayed,0,409.1,425.0,1
PL0000783,Chandra-46,2021,Military,338.1,GEO,Russia,2.0,Operational,0,203.4,1383.0,0
PL0000784,Envisat-48,1969,Scientific,170.0,TLI,Japan,8.0,Retired,0,121.2,1877.0,0
PL0000785,TESS-73,1963,Earth Observation,632.0,Suborbital,USA,9.0,Retired,0,489.1,2457.0,1
PL0000786,Pioneer-73,2005,Earth Observation,747.3,MEO,China,21.0,Retired,0,584.7,51.0,1
PL0000787,Curiosity-77,1969,Cargo Resupply,29.1,SSO,Russia,,Decayed,0,20.2,883.0,0
PL0000788,Express-70,1964,Military,18.3,MEO,Japan,7.0,Retired,0,14.4,572.0,0
PL0000789,SES-80,1965,Military,29.0,Suborbital,Russia,6.0,Retired,0,17.5,186.0,0
PL0000790,FengYun-19,1960,Scientific,52.8,LEO,USA,6.0,Operational,0,35.7,623.0,0
PL0000791,Hubble-37,1981,Cargo Resupply,194.0,LEO,Russia,,Failed,0,109.7,393.0,0
PL0000792,Mangalyaan-2,2015,Earth Observation,324.3,GEO,China,5.0,Retired,0,186.5,2008.0,1
PL0000793,Globalstar-69,1958,Military,2277.5,GEO,Japan,8.0,Operational,0,1686.1,232.0,0
PL0000794,Perseverance-91,2005,Scientific,320.9,HEO,USA,10.0,Decayed,0,256.5,612.0,0
PL0000795,Landsat-89,1963,Earth Observation,169.0,GTO,China,3.0,Operational,0,124.3,491.0,1
PL0000796,HTV-18,1980,Scientific,668.2,TLI,Russia,30.0,Failed,0,515.2,879.0,0
PL0000797,Voyager-96,1991,Technology Demo,100.9,GEO,USA,2.0,Retired,0,72.1,1434.0,1
PL0000798,Cygnus-88,1991,Communications,3973.7,MEO,Russia,20.0,Retired,0,2383.1,578.0,1
PL0000799,Kepler-5,1968,Technology Demo,272.7,ISS,USA,8.0,Retired,0,209.4,1852.0,1
PL0000800,Dragon-92,1978,Navigation,1430.4,LEO,China,26.0,Unknown,0,1057.1,1032.0,0
PL0000801,ISS Module-77,1992,Communications,238.5,TLI,Russia,30.0,Operational,0,190.0,661.0,1
PL0000802,ISS Module-22,2021,Navigation,325.3,GTO,China,4.0,Failed,0,195.1,1352.0,0
PL0000803,Mars Odyssey-1,2019,Navigation,1033.3,GTO,Russia,30.0,Operational,0,757.4,76.0,0
PL0000804,NOAA-77,2009,Earth Observation,286.3,ISS,USA,9.0,Retired,0,178.0,706.0,1
PL0000805,O3b-16,1996,Communications,53.7,GTO,China,1.0,Retired,0,31.8,140.0,1
PL0000806,Dragon-54,1977,Communications,617.2,Interplanetary,Russia,5.0,Failed,0,357.5,394.0,1
PL0000807,Starlink-27,2013,Navigation,626.2,TLI,USA,8.0,Operational,0,462.3,663.0,0
PL0000808,Webb-75,1991,Communications,110.0,ISS,Other,5.0,Retired,0,81.6,189.0,1
PL0000809,Mir Module-18,1986,Technology Demo,15.1,LEO,Europe,5.0,Retired,0,10.5,1323.0,1
PL0000810,FengYun-4,1981,Navigation,142.1,SSO,Other,13.0,Operational,0,88.3,369.0,0
PL0000811,Hubble-24,1998,Communications,465.4,LEO,China,7.0,Decayed,0,295.7,222.0,1
PL0000812,O3b-63,1993,Space Station,78.3,ISS,Other,8.0,Operational,0,53.4,356.0,0
PL0000813,Mars Odyssey-27,1957,Communications,580.2,SSO,USA,26.0,Operational,0,410.6,590.0,1
PL0000814,Cosmos-43,1991,Scientific,1039.0,TLI,China,4.0,Decayed,0,599.8,116.0,0
PL0000815,ISS Module-89,1958,Cubesat,901.5,LEO,Russia,1.0,Operational,0,681.9,4050.0,1
PL0000816,SPOT-16,2017,Military,5692.7,Interplanetary,India,18.0,Operational,0,4421.0,2700.0,0
PL0000817,HTV-71,1993,Communications,513.1,ISS,USA,10.0,Retired,0,326.0,6012.0,1
PL0000818,Yamal-8,2009,Earth Observation,113.7,SSO,China,9.0,Retired,0,89.0,1395.0,1
PL0000819,Himawari-5,1986,Navigation,352.1,SSO,Other,14.0,Operational,0,235.3,235.0,0
PL0000820,Webb-50,1965,Scientific,98.9,SSO,USA,5.0,Operational,0,57.3,1397.0,0
