launch_id,launch_date,year,month,era,country,operator,rocket,launch_site,orbit,status,payload_mass_kg,crewed,booster_reused
SL005279,1973-01-20,1973,1,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,GTO,Success,1855,0,0
SL001762,1973-01-20,1973,1,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Kapustin Yar,SSO,Success,679,0,0
SL002709,1973-01-21,1973,1,Cold War Era,USA,NASA,Saturn IB,SpaceX Starbase (Boca Chica),GEO,Success,3537,0,0
SL001225,1973-01-25,1973,1,Cold War Era,Others,OKB-1,Soyuz 11A511,Kennedy Space Center LC-39A,GEO,Success,433,0,0
SL004374,1973-01-27,1973,1,Cold War Era,USA,LTV,Scout,Cape Canaveral SLC-40,MEO,Failure,41,0,0
SL004000,1973-02-03,1973,2,Cold War Era,Russia,OKB-1,Soyuz 11A511,Plesetsk Cosmodrome,MEO,Success,1785,0,0
SL007061,1973-02-06,1973,2,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Baikonur Cosmodrome,GTO,Success,711,0,0
SL005517,1973-02-09,1973,2,Cold War Era,China,CASC,Long March 1,Jiuquan Satellite Launch,SSO,Success,73,0,0
SL002314,1973-02-10,1973,2,Cold War Era,USA,NASA,Thor-Delta,Cape Canaveral SLC-41,LEO,Success,49,0,0
SL005454,1973-02-12,1973,2,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,GEO,Success,1321,0,0
SL004467,1973-02-15,1973,2,Cold War Era,Europe,CNES,Diamant,Kourou ELA-4 (Ariane 6),LEO,Success,13,1,0
SL001845,1973-02-19,1973,2,Cold War Era,Russia,TsSKB,Soyuz-U,Plesetsk Cosmodrome,LEO,Success,400,0,0
SL005205,1973-02-21,1973,2,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,LEO,Success,2777,0,0
SL004228,1973-02-22,1973,2,Cold War Era,USA,USAF,Titan II GLV,Mahia Peninsula LC-1,GEO,Success,835,0,0
SL006926,1973-02-22,1973,2,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,LEO,Success,139,0,0
SL004397,1973-02-24,1973,2,Cold War Era,Russia,PO Polyot,Cosmos-3M,Plesetsk Cosmodrome,GTO,Success,173,0,0
SL001016,1973-02-24,1973,2,Cold War Era,Russia,PO Polyot,Cosmos-3M,Plesetsk Cosmodrome,GEO,Success,227,0,0
SL001185,1973-02-26,1973,2,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,SSO,Success,7119,0,0
SL001590,1973-02-27,1973,2,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,GEO,Success,4002,0,0
SL001100,1973-03-01,1973,3,Cold War Era,USA,NRL,Vanguard,Mahia Peninsula LC-1,MEO,Failure,1,0,0
SL007035,1973-03-04,1973,3,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,ISS,Success,183,1,0
SL001124,1973-03-04,1973,3,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Kapustin Yar,HEO,Success,850,0,0
SL002588,1973-03-11,1973,3,Cold War Era,USA,GD,Atlas-Centaur,Wallops Flight Facility,ISS,Success,1509,1,0
SL002317,1973-03-13,1973,3,Cold War Era,Russia,TsSKB,Soyuz-U,Kapustin Yar,LEO,Success,1338,0,0
SL005081,1973-03-13,1973,3,Cold War Era,China,CASC,Long March 1,Jiuquan Satellite Launch,GEO,Success,36,0,0
SL006242,1973-03-14,1973,3,Cold War Era,Russia,OKB-1,Soyuz 11A511,Kapustin Yar,LEO,Success,1818,0,0
SL000798,1973-03-16,1973,3,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,GEO,Success,43,0,0
SL004639,1973-03-18,1973,3,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,SSO,Success,1137,0,0
SL002810,1973-03-24,1973,3,Cold War Era,Europe,CNES,Diamant,Kourou ELS (Vega),GTO,Failure,26,0,0
SL007160,1973-03-26,1973,3,Cold War Era,USA,USAF,Titan III,Vandenberg SFB SLC-4E,HEO,Success,2122,0,0
SL000553,1973-04-03,1973,4,Cold War Era,Russia,PO Polyot,Cosmos-3M,Plesetsk Cosmodrome,LEO,Success,205,0,0
SL005004,1973-04-04,1973,4,Cold War Era,USA,NRL,Vanguard,Cape Canaveral SLC-41,SSO,Success,1,0,0
SL001470,1973-04-04,1973,4,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,GTO,Success,2239,0,0
SL002743,1973-04-07,1973,4,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,GEO,Success,4713,0,0
SL004422,1973-04-11,1973,4,Cold War Era,Russia,PO Polyot,Cosmos-3M,Baikonur Cosmodrome,ISS,Success,258,1,0
SL005564,1973-04-15,1973,4,Cold War Era,USA,NASA,Saturn V,Vandenberg SFB SLC-4E,SSO,Failure,15953,0,0
SL000115,1973-04-17,1973,4,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,SSO,Failure,1067,0,0
SL007209,1973-04-25,1973,4,Cold War Era,Europe,CNES,Diamant,Guiana Space Centre ELA-3,SSO,Failure,23,0,0
SL000454,1973-04-26,1973,4,Cold War Era,Russia,OKB-1,Soyuz 11A511,Kapustin Yar,HEO,Success,2348,0,0
SL001164,1973-05-04,1973,5,Cold War Era,Others,NASA,Thor-Delta,Kapustin Yar,GTO,Success,22,0,0
SL003682,1973-05-09,1973,5,Cold War Era,Europe,CNES,Diamant,Kourou ELA-4 (Ariane 6),LEO,Success,14,0,0
SL003100,1973-05-09,1973,5,Cold War Era,Russia,PO Polyot,Cosmos-3M,Baikonur Cosmodrome,SSO,Success,184,0,0
SL005203,1973-05-14,1973,5,Cold War Era,Russia,PO Polyot,Cosmos-3M,Baikonur Cosmodrome,SSO,Success,222,0,0
SL004090,1973-05-15,1973,5,Cold War Era,USA,NRL,Vanguard,Cape Canaveral SLC-40,SSO,Failure,1,0,0
SL000587,1973-05-18,1973,5,Cold War Era,USA,USAF,Titan II GLV,Wallops Flight Facility,LEO,Success,551,0,0
SL001944,1973-05-19,1973,5,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,GEO,Failure,979,0,0
SL005554,1973-05-22,1973,5,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,SSO,Success,4085,0,0
SL002113,1973-05-25,1973,5,Cold War Era,USA,USAF,Titan III,SpaceX Starbase (Boca Chica),MEO,Success,987,0,0
SL007468,1973-06-01,1973,6,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,LEO,Failure,2802,0,0
SL003518,1973-06-01,1973,6,Cold War Era,Russia,TsSKB,Soyuz-U,Plesetsk Cosmodrome,SSO,Success,1729,0,0
SL005175,1973-06-09,1973,6,Cold War Era,Russia,OKB-1,Soyuz 11A511,Plesetsk Cosmodrome,ISS,Success,2786,1,0
SL005878,1973-06-10,1973,6,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,GEO,Failure,1049,0,0
SL000352,1973-06-10,1973,6,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Plesetsk Cosmodrome,LEO,Success,293,0,0
SL004376,1973-06-12,1973,6,Cold War Era,Russia,OKB-1,Soyuz 11A511,Plesetsk Cosmodrome,GEO,Success,1760,0,0
SL003142,1973-06-14,1973,6,Cold War Era,USA,NRL,Vanguard,Vandenberg SFB SLC-4E,LEO,Success,2,0,0
SL006385,1973-06-14,1973,6,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Kapustin Yar,ISS,Failure,393,1,0
SL005501,1973-06-18,1973,6,Cold War Era,USA,NASA,Saturn V,Cape Canaveral SLC-40,GTO,Success,19180,0,0
SL004827,1973-06-18,1973,6,Cold War Era,USA,USAF,Titan III,SpaceX Starbase (Boca Chica),LEO,Success,1287,1,0
SL004997,1973-06-22,1973,6,Cold War Era,China,CASC,Long March 1,Taiyuan Satellite Launch,MEO,Success,149,0,0
SL000196,1973-06-24,1973,6,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Success,6230,0,0
SL001975,1973-07-06,1973,7,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,GTO,Success,700,0,0
SL001267,1973-07-08,1973,7,Cold War Era,Russia,OKB-1,Soyuz 11A511,Baikonur Cosmodrome,GTO,Success,1049,0,0
SL001544,1973-07-09,1973,7,Cold War Era,USA,Army,Juno I,Wallops Flight Facility,GTO,Failure,4,0,0
SL000282,1973-07-10,1973,7,Cold War Era,Russia,OKB-1,Soyuz 11A511,Baikonur Cosmodrome,GEO,Success,3442,0,0
SL003945,1973-07-14,1973,7,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,SSO,Success,5573,0,0
SL005132,1973-07-15,1973,7,Cold War Era,USA,NASA,Saturn IB,Vandenberg SFB SLC-4E,LEO,Failure,6185,0,0
SL003184,1973-07-16,1973,7,Cold War Era,USA,NRL,Vanguard,Cape Canaveral SLC-41,GEO,Success,1,0,0
SL004012,1973-07-19,1973,7,Cold War Era,USA,NASA,Saturn IB,Mahia Peninsula LC-1,LEO,Success,4079,0,0
SL006245,1973-07-21,1973,7,Cold War Era,USA,USAF,Titan II GLV,SpaceX Starbase (Boca Chica),LEO,Success,455,0,0
SL004199,1973-07-23,1973,7,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,SSO,Success,6388,0,0
SL001526,1973-07-23,1973,7,Cold War Era,USA,NASA,Thor-Delta,Kennedy Space Center LC-39A,LEO,Success,17,0,0
SL007367,1973-07-26,1973,7,Cold War Era,Russia,OKB-1,Soyuz 11A511,Baikonur Cosmodrome,LEO,Failure,1127,0,0
SL005507,1973-07-27,1973,7,Cold War Era,Russia,PO Polyot,Cosmos-3M,Kapustin Yar,LEO,Success,233,0,0
SL002725,1973-08-02,1973,8,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,LEO,Failure,382,0,0
SL004709,1973-08-05,1973,8,Cold War Era,Russia,OKB-1,Soyuz 11A511,Plesetsk Cosmodrome,LEO,Success,459,0,0
SL000131,1973-08-07,1973,8,Cold War Era,China,CASC,Long March 1,Xichang Satellite Launch,SSO,Failure,32,0,0
SL002548,1973-08-14,1973,8,Cold War Era,Russia,TsSKB,Soyuz-U,Kapustin Yar,LEO,Success,621,1,0
SL002737,1973-08-15,1973,8,Cold War Era,USA,NRL,Vanguard,Cape Canaveral SLC-41,GTO,Failure,2,0,0
SL006536,1973-08-17,1973,8,Cold War Era,USA,GD,Atlas-Centaur,Mahia Peninsula LC-1,LEO,Success,859,0,0
SL002084,1973-08-18,1973,8,Cold War Era,USA,NASA,Thor-Delta,Cape Canaveral SLC-40,SSO,Failure,112,0,0
SL002341,1973-08-18,1973,8,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,GEO,Success,4230,0,0
SL006962,1973-08-20,1973,8,Cold War Era,China,CASC,Long March 1,Taiyuan Satellite Launch,GEO,Failure,43,0,0
SL001598,1973-08-26,1973,8,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Plesetsk Cosmodrome,LEO,Success,1480,0,0
SL000272,1973-09-02,1973,9,Cold War Era,USA,LTV,Scout,SpaceX Starbase (Boca Chica),GTO,Success,16,0,0
SL002186,1973-09-02,1973,9,Cold War Era,Europe,CNES,Diamant,Guiana Space Centre ELA-3,LEO,Success,18,0,0
SL004236,1973-09-04,1973,9,Cold War Era,USA,Army,Juno I,SpaceX Starbase (Boca Chica),LEO,Success,1,0,0
SL004903,1973-09-05,1973,9,Cold War Era,Russia,TsSKB,Soyuz-U,Kapustin Yar,GEO,Success,1889,0,0
SL003735,1973-09-06,1973,9,Cold War Era,Europe,CNES,Diamant,Kourou ELS (Vega),GTO,Failure,22,0,0
SL003804,1973-09-06,1973,9,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,GEO,Success,767,0,0
SL005061,1973-09-07,1973,9,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Success,3260,0,0
SL005926,1973-09-08,1973,9,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,LEO,Success,507,0,0
SL005202,1973-09-09,1973,9,Cold War Era,Europe,CNES,Diamant,Guiana Space Centre ELA-3,GEO,Success,11,0,0
SL001912,1973-09-11,1973,9,Cold War Era,USA,GD,Atlas-Centaur,Cape Canaveral SLC-41,ISS,Success,751,1,0
SL007316,1973-09-18,1973,9,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,GEO,Success,1234,0,0
SL006707,1973-09-19,1973,9,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,LEO,Success,603,0,0
SL004796,1973-09-19,1973,9,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,MEO,Success,622,0,0
SL000925,1973-09-25,1973,9,Cold War Era,USA,USAF,Titan III,Cape Canaveral SLC-41,LEO,Success,3592,0,0
SL001184,1973-09-25,1973,9,Cold War Era,Russia,TsSKB,Soyuz-U,Baikonur Cosmodrome,GTO,Success,1372,0,0
SL006811,1973-09-28,1973,9,Cold War Era,Russia,TsSKB,Soyuz-U,Baikonur Cosmodrome,GEO,Success,1761,0,0
SL000943,1973-10-02,1973,10,Cold War Era,USA,USAF,Titan II GLV,Vandenberg SFB SLC-4E,GEO,Failure,1796,0,0
SL000808,1973-10-03,1973,10,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,LEO,Failure,1184,0,0
SL004465,1973-10-06,1973,10,Cold War Era,USA,Army,Juno I,Cape Canaveral SLC-41,LEO,Failure,2,0,0
SL006030,1973-10-08,1973,10,Cold War Era,Russia,TsSKB,Soyuz-U,Baikonur Cosmodrome,LEO,Success,1124,0,0
SL002696,1973-10-17,1973,10,Cold War Era,Russia,TsSKB,Soyuz-U,Kapustin Yar,GTO,Success,1081,0,0
SL002944,1973-10-19,1973,10,Cold War Era,Russia,TsSKB,Soyuz-U,Plesetsk Cosmodrome,MEO,Success,757,0,0
SL001239,1973-10-19,1973,10,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,MEO,Success,2330,0,0
SL001896,1973-10-20,1973,10,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Plesetsk Cosmodrome,LEO,Success,478,0,0
SL006584,1973-10-26,1973,10,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,GTO,Success,142,0,0
SL004074,1973-11-01,1973,11,Cold War Era,USA,NASA,Saturn IB,Cape Canaveral SLC-41,GEO,Success,6930,0,0
SL001298,1973-11-13,1973,11,Cold War Era,Russia,TsSKB,Soyuz-U,Baikonur Cosmodrome,LEO,Success,1001,0,0
SL001781,1973-11-14,1973,11,Cold War Era,USA,Army,Juno I,Mahia Peninsula LC-1,SSO,Failure,1,0,0
SL007471,1973-11-20,1973,11,Cold War Era,Russia,TsSKB,Soyuz-U,Plesetsk Cosmodrome,SSO,Success,1167,0,0
SL005875,1973-11-23,1973,11,Cold War Era,USA,LTV,Scout,Cape Canaveral SLC-41,LEO,Success,33,1,0
SL005632,1973-11-25,1973,11,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Plesetsk Cosmodrome,MEO,Success,1363,0,0
SL005683,1973-11-25,1973,11,Cold War Era,USA,USAF,Titan III,SpaceX Starbase (Boca Chica),LEO,Success,1815,0,0
SL005824,1973-12-02,1973,12,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,MEO,Success,2522,0,0
SL005457,1973-12-03,1973,12,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Plesetsk Cosmodrome,SSO,Success,1496,0,0
SL000084,1973-12-08,1973,12,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,SSO,Success,1353,0,0
SL006513,1973-12-08,1973,12,Cold War Era,Europe,CNES,Diamant,Kourou ELS (Vega),LEO,Failure,34,0,0
SL005111,1973-12-09,1973,12,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,SSO,Failure,3865,0,0
SL000539,1973-12-12,1973,12,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,GEO,Failure,67,0,0
SL004070,1973-12-12,1973,12,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,MEO,Success,2384,0,0
SL000516,1973-12-14,1973,12,Cold War Era,USA,NASA,Saturn V,Mahia Peninsula LC-1,LEO,Success,22896,0,0
SL007089,1973-12-16,1973,12,Cold War Era,USA,NASA,Thor-Delta,SpaceX Starbase (Boca Chica),LEO,Success,112,0,0
SL000851,1973-12-19,1973,12,Cold War Era,Russia,TsSKB,Soyuz-U,Kapustin Yar,MEO,Success,1222,0,0
SL003644,1973-12-26,1973,12,Cold War Era,USA,NASA,Thor-Delta,Vandenberg SFB SLC-4E,LEO,Success,63,0,0
SL001834,1973-12-28,1973,12,Cold War Era,Russia,OKB-1,Soyuz 11A511,Plesetsk Cosmodrome,GTO,Success,2322,0,0
SL005870,1974-01-04,1974,1,Cold War Era,USA,NRL,Vanguard,Kennedy Space Center LC-39A,GEO,Failure,1,0,0
SL006204,1974-01-06,1974,1,Cold War Era,Russia,TsSKB,Soyuz-U,Baikonur Cosmodrome,SSO,Success,1687,0,0
SL000036,1974-01-07,1974,1,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,LEO,Failure,249,0,0
SL004988,1974-01-08,1974,1,Cold War Era,USA,NASA,Thor-Delta,Cape Canaveral SLC-41,GEO,Success,30,0,0
SL000456,1974-01-11,1974,1,Cold War Era,USA,NASA,Thor-Delta,Vandenberg SFB SLC-4E,LEO,Success,46,0,0
SL006978,1974-01-15,1974,1,Cold War Era,Russia,TsSKB,Soyuz-U,Plesetsk Cosmodrome,LEO,Success,1734,0,0
SL000716,1974-01-18,1974,1,Cold War Era,Others,Yuzhnoye,Cyclone-2,Kennedy Space Center LC-39A,LEO,Success,646,0,0
SL001196,1974-01-20,1974,1,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,SSO,Success,3638,0,0
SL007229,1974-01-26,1974,1,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,GTO,Success,55,0,0
SL007168,1974-01-28,1974,1,Cold War Era,USA,USAF,Titan III,Kennedy Space Center LC-39A,LEO,Success,3783,1,0
SL003126,1974-02-01,1974,2,Cold War Era,USA,Army,Jupiter-C,Vandenberg SFB SLC-4E,LEO,Success,2,0,0
SL003285,1974-02-02,1974,2,Cold War Era,USA,NASA,Saturn IB,Cape Canaveral SLC-41,SSO,Failure,2414,0,0
SL005459,1974-02-02,1974,2,Cold War Era,Russia,TsSKB,Soyuz-U,Baikonur Cosmodrome,SSO,Success,1462,0,0
SL005388,1974-02-05,1974,2,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Failure,4232,0,0
SL006074,1974-02-05,1974,2,Cold War Era,China,CASC,Long March 1,Xichang Satellite Launch,GTO,Failure,40,0,0
SL005569,1974-02-08,1974,2,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,LEO,Success,4073,0,0
SL006326,1974-02-12,1974,2,Cold War Era,Russia,OKB-1,Soyuz 11A511,Plesetsk Cosmodrome,SSO,Success,2294,0,0
SL000199,1974-02-12,1974,2,Cold War Era,Others,USAF,Titan III,Mahia Peninsula LC-1,ISS,Success,3962,1,0
SL005518,1974-02-17,1974,2,Cold War Era,Russia,PO Polyot,Cosmos-3M,Kapustin Yar,LEO,Success,196,0,0
SL000885,1974-02-18,1974,2,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,LEO,Failure,966,0,0
SL002246,1974-02-20,1974,2,Cold War Era,Europe,CNES,Diamant,Kourou ELS (Vega),GTO,Success,20,0,0
SL004427,1974-02-22,1974,2,Cold War Era,Europe,CNES,Diamant,Kourou ELS (Vega),MEO,Success,39,0,0
SL001369,1974-03-08,1974,3,Cold War Era,Others,OKB-1,Vostok-K,Svobodny / Vostochny,LEO,Success,1535,0,0
SL000026,1974-03-09,1974,3,Cold War Era,Russia,TsSKB,Soyuz-U,Baikonur Cosmodrome,LEO,Success,1513,1,0
SL003102,1974-03-16,1974,3,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Plesetsk Cosmodrome,LEO,Success,541,0,0
SL006141,1974-03-16,1974,3,Cold War Era,USA,Army,Jupiter-C,Vandenberg SFB SLC-4E,SSO,Success,1,0,0
SL007422,1974-03-19,1974,3,Cold War Era,USA,NRL,Vanguard,Kennedy Space Center LC-39A,LEO,Failure,1,0,0
SL000589,1974-03-20,1974,3,Cold War Era,USA,Army,Juno I,Vandenberg SFB SLC-4E,HEO,Success,5,0,0
SL002224,1974-03-23,1974,3,Cold War Era,USA,Army,Juno I,Kennedy Space Center LC-39A,GEO,Failure,1,0,0
SL006193,1974-03-25,1974,3,Cold War Era,Russia,PO Polyot,Cosmos-3M,Baikonur Cosmodrome,GEO,Success,326,0,0
SL004006,1974-04-01,1974,4,Cold War Era,USA,LTV,Scout,Cape Canaveral SLC-40,LEO,Failure,32,1,0
SL002809,1974-04-02,1974,4,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,ISS,Failure,854,1,0
SL001445,1974-04-03,1974,4,Cold War Era,USA,USAF,Titan III,Wallops Flight Facility,SSO,Success,2526,0,0
SL007159,1974-04-12,1974,4,Cold War Era,USA,GD,Atlas-Centaur,Cape Canaveral SLC-41,GEO,Success,986,0,0
SL003125,1974-04-13,1974,4,Cold War Era,Russia,PO Polyot,Cosmos-3M,Baikonur Cosmodrome,GEO,Success,660,0,0
SL001047,1974-04-17,1974,4,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,GTO,Success,6207,0,0
SL006102,1974-04-21,1974,4,Cold War Era,USA,Army,Jupiter-C,Vandenberg SFB SLC-4E,GEO,Failure,1,0,0
SL006816,1974-04-22,1974,4,Cold War Era,Russia,OKB-1,Soyuz 11A511,Kapustin Yar,GEO,Success,1515,0,0
SL001463,1974-04-22,1974,4,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,1390,0,0
SL006669,1974-04-23,1974,4,Cold War Era,Russia,TsSKB,Soyuz-U,Baikonur Cosmodrome,LEO,Success,1016,0,0
SL005688,1974-04-23,1974,4,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,LEO,Success,4068,0,0
SL006081,1974-05-02,1974,5,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,GEO,Success,10037,0,0
SL002078,1974-05-06,1974,5,Cold War Era,USA,NRL,Vanguard,Vandenberg SFB SLC-4E,LEO,Failure,1,0,0
SL001697,1974-05-07,1974,5,Cold War Era,Others,OKB-1,Sputnik (R-7),NIFC-3 Sriharikota Alt,GTO,Success,113,0,0
SL003442,1974-05-08,1974,5,Cold War Era,USA,GD,Atlas-Centaur,Mahia Peninsula LC-1,MEO,Success,1390,0,0
SL004576,1974-05-09,1974,5,Cold War Era,USA,USAF,Titan III,SpaceX Starbase (Boca Chica),GEO,Success,1580,0,0
SL007248,1974-05-10,1974,5,Cold War Era,USA,Army,Jupiter-C,Vandenberg SFB SLC-4E,MEO,Failure,3,0,0
SL006219,1974-05-10,1974,5,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,SSO,Success,2104,0,0
SL002584,1974-05-12,1974,5,Cold War Era,USA,Army,Jupiter-C,Mahia Peninsula LC-1,LEO,Failure,2,0,0
SL006405,1974-05-12,1974,5,Cold War Era,Europe,CNES,Diamant,Kourou ELS (Vega),LEO,Success,23,0,0
SL001629,1974-05-18,1974,5,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Failure,10477,0,0
SL007426,1974-05-23,1974,5,Cold War Era,USA,USAF,Titan III,Vandenberg SFB SLC-4E,LEO,Success,2527,0,0
SL005229,1974-05-25,1974,5,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,LEO,Success,1746,0,0
SL004253,1974-05-26,1974,5,Cold War Era,Russia,TsSKB,Soyuz-U,Plesetsk Cosmodrome,LEO,Success,905,1,0
SL003974,1974-06-01,1974,6,Cold War Era,USA,Army,Juno I,Cape Canaveral SLC-40,LEO,Failure,2,0,0
SL005177,1974-06-01,1974,6,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,SSO,Success,2360,0,0
SL007365,1974-06-03,1974,6,Cold War Era,Russia,OKB-1,Soyuz 11A511,Baikonur Cosmodrome,GEO,Success,1599,0,0
SL006138,1974-06-03,1974,6,Cold War Era,Russia,TsSKB,Soyuz-U,Kapustin Yar,LEO,Success,903,0,0
SL005237,1974-06-09,1974,6,Cold War Era,USA,USAF,Titan II GLV,Mahia Peninsula LC-1,LEO,Failure,940,0,0
SL003900,1974-06-10,1974,6,Cold War Era,Russia,TsSKB,Soyuz-U,Plesetsk Cosmodrome,GEO,Success,441,0,0
SL004094,1974-06-14,1974,6,Cold War Era,USA,NASA,Thor-Delta,Wallops Flight Facility,GTO,Success,31,0,0
SL003168,1974-06-15,1974,6,Cold War Era,USA,NRL,Vanguard,Kennedy Space Center LC-39A,GTO,Failure,4,0,0
SL007220,1974-06-19,1974,6,Cold War Era,Russia,Yuzhnoye,Cyclone-2,Plesetsk Cosmodrome,LEO,Success,1233,0,0
SL001645,1974-06-22,1974,6,Cold War Era,USA,Army,Juno I,Cape Canaveral SLC-40,LEO,Success,1,0,0
SL001520,1974-06-25,1974,6,Cold War Era,Europe,CNES,Diamant,Kourou ELA-4 (Ariane 6),GEO,Failure,16,0,0
SL000767,1974-06-25,1974,6,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,1207,0,0
SL003191,1974-06-27,1974,6,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,MEO,Failure,3242,0,0
SL001233,1974-07-01,1974,7,Cold War Era,Russia,TsSKB,Soyuz-U,Kapustin Yar,GEO,Success,777,0,0
SL005384,1974-07-02,1974,7,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,SSO,Failure,66,0,0
SL002748,1974-07-02,1974,7,Cold War Era,Russia,PO Polyot,Cosmos-3M,Kapustin Yar,GEO,Success,519,0,0
SL001472,1974-07-04,1974,7,Cold War Era,USA,USAF,Titan II GLV,Vandenberg SFB SLC-4E,GTO,Success,748,0,0
SL004716,1974-07-04,1974,7,Cold War Era,Russia,PO Polyot,Cosmos-3M,Plesetsk Cosmodrome,GTO,Success,405,0,0
SL003742,1974-07-05,1974,7,Cold War Era,Russia,PO Polyot,Cosmos-3M,Plesetsk Cosmodrome,GEO,Failure,491,0,0
SL003564,1974-07-07,1974,7,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,SSO,Success,4584,0,0
SL001277,1974-07-07,1974,7,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,MEO,Success,3710,0,0
SL001337,1974-07-09,1974,7,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,GEO,Success,103,0,0
SL003685,1974-07-19,1974,7,Cold War Era,Russia,OKB-1,Soyuz 11A511,Plesetsk Cosmodrome,HEO,Success,2253,0,0
SL002617,1974-07-27,1974,7,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,GEO,Failure,6531,0,0
SL005650,1974-07-28,1974,7,Cold War Era,Russia,PO Polyot,Cosmos-3M,Plesetsk Cosmodrome,SSO,Success,708,0,0
SL003228,1974-07-28,1974,7,Cold War Era,USA,USAF,Titan II GLV,Kennedy Space Center LC-39A,HEO,Success,409,0,0
